"routeno","route_name","route_address","Starting","Destination","TotalStops","TravelTime","Distance","FirstBusFromStartingPoint","LastBusFromStartingPoint","FirstBusFromFromDestination","LastBusFromDestination"
"254","Andheri Station West to Veera Desai Road Ext Route Map","https://www.mumbai77.com/bus-routes/bus-no-254","Andheri Station West","Veera Desai Road Ext","7","27 Minutes","3","05:55","23:30","05:40","23:10"
"255-ltd","Pratiksha Nagar Depot to Vesave Yari Road Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-255-ltd","Pratiksha Nagar Depot","Vesave Yari Road Bus Station","52","1 Hour 47 Minutes","25.8","08:30","20:05","07:05","18:09"
"256","Juhu Beach to Malvani Depot Gaikwad Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-256","Juhu Beach","Malvani Depot Gaikwad Nagar","46","1 Hour 49 Minutes","17.5","05:30","23:05","06:05","21:15"
"258","Goregaon Bus Station West to S R A Colony Somani Gram Route Map","https://www.mumbai77.com/bus-routes/bus-no-258","Goregaon Bus Station West","S R A Colony Somani Gram","8","29 Minutes","2","06:25","23:00","06:10","23:12"
"259","Andheri Station West to Gorai Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-259","Andheri Station West","Gorai Depot","42","51 Minutes","15.3","05:05","22:10","05:55","21:23"
"260","Borivali Station Road West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-260","Borivali Station Road West","Borivali Station Road West","16","13 Minutes","3.9","07:20","21:45","Borivali Bus Station Wes","Borivali Phatak Wes"
"261","Jogeshwari Bus Station to Goregaon Bus Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-261","Jogeshwari Bus Station","Goregaon Bus Station West","17","12 Minutes","5.6","05:10","23:40","05:10","23:50"
"262","Goregaon Bus Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-262","Goregaon Bus Station West","Goregaon Bus Station West","33","9 Minutes","10.3","05:00","23:35","Goregaon Bus Station Wes","Jain Mandir Goregao"
"262-bus2","Goregaon Bus Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-262-bus2","Goregaon Bus Station West","Goregaon Bus Station West","32","14 Minutes","10.3","05:00","23:35","Goregaon Bus Station Wes","Jain Mandir Goregao"
"263","Satbhakti Mandir to Seepz Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-263","Satbhakti Mandir","Seepz Bus Station","27","15 Minutes","7.6","07:53","21:07","07:11","20:15"
"264","Satbhakti Mandir to Samarth Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-264","Satbhakti Mandir","Samarth Nagar","8","5 Minutes","2","06:50","21:33","07:02","21:48"
"265","Jogeshwari Bus Station to Millat Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-265","Jogeshwari Bus Station","Millat Nagar","12","18 Minutes","4.1","06:45","22:00","06:45","22:05"
"266","Andheri Station West to Shree Swami Samarth Nagar Extension Route Map","https://www.mumbai77.com/bus-routes/bus-no-266","Andheri Station West","Shree Swami Samarth Nagar Extension","15","34 Minutes","5.3","06:00","24:15","05:40","24:40"
"268","Andheri Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-268","Andheri Station West","Andheri Station West","32","10 Minutes","10.6","06:55","20:40","Andheri Station Wes","Andheri Marke"
